date,kqzs,gyzjz,gyzjz_qgy,gyzjz_zgy,gyzjz_cky,gyzjz_zzy,gyzjz_gy,gyzjz_jt,gyzjz_gfhz,gyzjz_gf,gyzjz_ws,gyzjz_sy,chanliang_ym,chanliang_jt,chanliang_fdl,chanliang_trq,chanliang_gc,chanliang_tc,chanliang_xny,chanliang_cd,chanliang_kt,chanliang_bx,chanliang_xyj,pmi,pmi_sc,pmi_xdd,pmi_xckdd,pmi_zsdd,pmi_ccpkc,pmi_cgl,pmi_jk,pmi_ccjg,pmi_ycljg,pmi__yclkc,pmi_cyry,pmi_pssj,pmi_yq,cpi,cpi_sp,cpi_fsp,cpi_hx,cpi_xfp,cpi_fw,ppi_gyp,rpi,M1,M2,gbcs,gdzc,gdzc_xz,gdzc_fdc,gdzc_1,gdzc_2,gdzc_3,gdzc_zyxm,gdzc_dfxm,jckje,ckje,yhjshce,shxfplsze,zqfxl_gz,shrzgm,jqzs_yj,jqzs_yz,jqzs_xx,jqzs_zh
,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y
2010/1/31,,29.2,,,,,,,,,,,51.4945,29.828,36.4625,13.2326,37.7091,74.6516,,104.1601,94.2732,80.8772,73.7015,55.8,60.5,59.9,53.2,49.9,47.3,60.5,53.4,,68.5,52.2,50.6,51,,1.5,3.7,0.5,,2,0.2,4.32,1.8,38.96,25.98,4.38,,,,,,,,,44.53,21,368.0889,14,260,20550,116.7,103.2,105.3,95.1
2010/2/28,26.2043,12.8,7.5,15.2,,,13.3,7.1,7.1,13.9,12.1,15.2,11.9,17.3,7.9,12.1866,18.1,3.3,,31.7,-9.5,21.1,22.7,52,54.3,53.7,50.3,47.1,47.3,51.9,49.1,,61.1,48.1,49.9,49.7,,2.7,6.2,1,,3,1.7,5.39,2.5,34.99,25.52,4.17,26.6,56.5,24.2,0.9,38.9,60.2,9.4,90.6,45.36,45.63,199.6808,22.1,500,10877,118,104,105.9,95.5
2010/3/31,29.0232,18.1,13.4,20,,,18.2,13,10.2,19.3,16.3,21.5,23.8,23.7,17.6,16.1023,28.1,8,,6.1,24.4,8.6,28.7,55.1,58.4,58.1,54.5,52,48.3,58.1,53.7,,65.1,50.6,52.9,50.5,,2.4,5.2,1,,2.7,1.3,5.91,2.3,29.94,22.5,4.35,26.4,66.9,22.1,1.2,41.8,57,7.7,92.3,42.86,24.21,288.638,18,1040,13830,123.3,104,105.2,96.8
2010/4/30,29.0786,17.8,14.1,19.4,,,17.6,12,12.6,19.1,16.8,21,16.7934,31.5,21.4,11.9209,31.5,22.2,,-10.4,27.5,29.7,34.4,55.7,59.1,59.3,54.5,53.4,46.2,60.1,53.1,,72.6,51.5,53.2,51.1,,2.8,5.9,1.3,,3.2,1.6,6.81,2.8,31.25,21.48,4.47,26.1,48.4,21.2,1.5,41.6,56.9,8.2,91.8,39.43,30.38,412.4565,18.5,1582.9,14919,119.3,103.8,104.8,97.2
2010/5/31,27.5801,16.5,13.6,17.8,,,16.8,10.4,16.1,18.3,14.7,19.6,13.3915,20.5,18.9,8.5927,23.6,11.6,,8.7,69.9,30.5,30.9,53.9,58.2,54.8,53.8,49.7,49.8,56,50.9,,58.9,51,52.1,50.9,,3.1,6.1,1.6,,3.4,1.8,7.13,3.1,29.9,21,4.51,25.9,45.9,20.7,1.6,41.9,56.6,8,92,48.37,48.44,177.9711,18.66,1462.8,10805,112.7,103.3,103.8,97.3
2010/6/30,22.1956,13.7,12,14.5,,,13.3,5.3,10.1,14.5,13,16.7,3.6,6.4,11.4,6.0062,15.9,11.2,,-0.1,47.3,23.5,24.1,52.1,55.8,52.1,51.7,47.4,51.3,53.5,50.4,,51.3,49.4,50.6,50,,2.9,5.7,1.6,,3.2,2.1,6.41,2.7,24.56,18.46,4.37,25.5,39.3,20.1,1.7,42.3,55.9,7.6,92.4,39.09,43.87,129.9013,18.3,1412.1,10196,109.3,102.6,103.2,97.6
2010/7/31,21.1972,13.4,13.5,13.3,,,11.4,5.2,11.7,14,13,16.9,13.9,-1.3,11.5,3.1972,9.7,12.5,,-11.8,45.6,20,45.4,51.2,52.7,50.9,51.2,46.8,49.9,52.2,49.3,,50.4,47.8,52.2,49.9,,3.3,6.8,1.6,,3.6,2.3,4.84,2.8,22.9,17.6,4.37,24.9,34.2,19.9,1.7,42.4,55.8,7.7,92.3,30.81,37.99,217.1607,17.9,1561.7,7202,105.3,102.1,102.9,97.6
2010/8/31,19.79,13.9,13.1,14.2,,,11.7,8.1,12.5,14.7,13.4,18.4,10.4,0.2,12.6,8.4542,11.5,8.9,,-10.7,34.8,22.4,26.5,51.7,53.1,53.1,52.2,48.2,46.9,51.9,48.4,,60.5,47.3,51.7,50.7,,3.5,7.5,1.5,,3.8,2.4,4.32,3,21.9,19.2,4.45,24.8,31.6,20.1,1.7,42,56.3,7.9,92.1,34.81,34.32,311.5243,18.4,1726.6,10646,102.7,101.8,102.4,97.7
2010/9/30,15.6139,13.3,13,13.4,,,11,8.7,15.8,14.2,12,17.3,9.8,-0.8,8.1,8.7213,4.5,0,,-2.6,42,29.7,12.6,53.8,56.4,56.3,52.7,50.9,45,56.2,52.9,,65.3,49.1,52.4,50.4,,3.6,8,1.4,,4,2.5,4.33,3,20.87,18.96,4.32,24.5,29.5,20.2,1.7,42,56.4,7.8,92.2,24.75,25.08,375.3983,18.84,1068,11224,106.7,101.9,102.5,98.1
2010/10/31,15.938,13.1,12.9,13.2,,,10.6,7.9,15.8,14.3,11.2,17,17.1,1.4,5.9,9.4355,4.1,7.6,,-4.4,42.2,30.8,15.2,54.7,57.1,58.2,52.6,50.2,45.7,58.3,52.8,,69.9,49.5,52.1,49.3,,4.4,10.1,1.6,,5,2.5,5.04,3.9,22.1,19.3,4.21,24.4,28.9,20.3,1.7,42,56.4,7.9,92.1,24.07,22.84,582.9813,18.64,1427,8608,106.7,102.4,102.3,98.6
2010/11/30,14.2309,13.3,12.7,13.6,,,10.9,10.8,13.3,14.4,11.7,17.3,21.4,0.5,5.6,5.8321,4.6,9.8,,-2.7,33.6,29,23.7,55.2,58.5,58.3,53.2,50.5,47.7,57.4,50.6,,73.5,49.7,52,48.9,,5.1,11.7,1.9,,5.9,2.6,6.06,4.7,22.1,19.5,4.14,24.9,28.5,20.3,1.6,42,56.3,8,92,36.44,34.86,439.2752,18.7,1364,10554,106.7,102.8,102,99.3
2010/12/31,,13.5,13,13.7,,,9.8,7.9,14.1,15,11.4,18.6,,-2.3,5.1,18.2678,3.5,2.7,,-2.9,48.4,11.1,12.3,53.9,57.5,55.4,53.5,50.7,48.7,56.8,50.4,,66.7,50.8,51.5,49.6,,4.6,9.6,2.1,,5.1,2.8,5.93,4.1,21.19,19.72,3.92,24.5,18.8,20,1.6,41.9,56.5,9.4,90.6,21.6,17.87,526.1046,19.1,1176.8,10780,109.3,103.6,101.5,101.2
2011/1/31,,13.3,,,,,,,,,,,8.0609,-6.674,8.7249,15.3908,11.971,11.8577,,-13.5709,57.8439,25.3349,9.0598,52.9,55.3,54.9,50.7,46.5,47.9,57.7,53,,69.3,52,49,49.5,,4.9,10.3,2.6,,5,4.6,6.6,3.7,13.6,17.2,3.78,,,,,,,,,44.19,37.64,635.8996,19.9,900,17560,105.3,102.8,101.2,101.2
2011/2/28,14.6636,14.9,13.1,15.6,,,10.5,11.7,27.7,16.5,12.2,21.7,20.1,12.9,15.4,14.7682,17.4,19.2,,-8.5,51.1,4.2,3.3,52.2,53.8,54.3,50.9,46.6,46.4,54.5,53.9,,70.1,49.5,48.9,48.2,,4.944,11,2.3,,5.4,3.8,7.23,4.3,14.5,15.7,3.85,24.9,15.3,24.4,1.2,41,57.8,7.9,92.1,10.82,2.35,251.6531,11.6,580,6468,105.3,103,101.4,102.2
2011/3/31,14.1454,14.8,12.8,15.6,,,12.9,8.9,17.3,16.5,11.6,19.2,18.7869,13.3,14.8,5.8887,13.7,18.9,,3,41.1,24.8,22.3,53.4,55.7,55.2,52.5,51.4,51.3,54.1,52,,68.3,51.6,51.8,50.4,,5.383,11.7,2.7,,5.9,4.2,7.31,4.6,15,16.6,3.94,25,30.8,22.4,1.7,43.1,55.2,6.4,93.6,31.5,35.76,400.2721,17.4,1180,18212,105.3,102.5,101.7,101.7
2011/4/30,12.3657,13.4,11.9,14,,,10.4,8.1,15.3,15.4,9.7,18,18.21,11.8,11.7,-0.1879,8.3,3.5,,5.7,32.5,10.8,31.9,52.9,55.3,53.8,51.3,50.7,50.8,53.8,50.6,,66.2,52,51.8,50.6,,5.344,11.5,2.7,,5.9,3.9,6.82,4.7,12.9,15.3,3.92,25.4,33.6,21.3,1.9,43.3,54.8,6.6,93.4,25.88,29.82,489.2527,17.1,1239.7,13673,105.3,103.1,102,102.6
2011/5/31,12.0927,13.3,12.9,13.5,,,8.9,9.5,11.9,15.2,9.5,18.7,23.94,11.9,12.1,5.1978,10.6,20,,6.7,29.4,16,27.3,52,54.9,52.1,51.1,47.7,50,53.6,50.5,,60.3,49.5,50.9,49.9,,5.515,11.7,2.9,,6.2,3.9,6.79,4.9,12.7,15.1,3.89,25.8,37,20.8,2.1,43.8,54.1,6.3,93.7,23.5,19.28,602.884,16.9,1461,10854,109.3,102.9,101.9,102.8
2011/6/30,12.4359,15.1,13.9,15.6,,,10.7,11.2,13.6,17.2,11.3,20.8,15.1506,14.9,16.2,9.398,14.8,17.9,,10,37.6,22.1,31.9,50.9,53.1,50.8,50.5,45.9,51,51.5,48.7,,56.7,48.5,50.2,49.8,,6.355,14.4,3,,7.4,4,7.12,5.8,13.1,15.9,3.84,25.6,38.4,21.1,2.3,43.8,53.9,5.9,94.1,18.51,17.88,418.5162,17.7,1342.5,10873,113.3,102.9,102.1,102.9
2011/7/31,11.6332,14,12.8,14.5,,,9.5,9.2,14.1,15.8,10.6,19.7,16.1857,19.8,13.2,10.0928,14.9,17.8,,19.5,28.7,21.1,14.8,50.7,52.1,51.1,50.4,46.5,49.2,52,49.1,,56.3,47.6,50.5,50.3,,6.451,14.8,2.9,,7.6,3.7,7.54,6.1,11.6,14.7,3.82,25.4,33.2,20.9,2.3,43.8,53.9,6,94,22.05,20.43,401.4799,17.2,1307.9,5393,108,102.9,101.9,103
2011/8/31,10.276,13.5,13.4,13.5,,,9.4,8.7,14.8,15.5,10,18.8,17.35,22.6,10,5.0644,12.9,23.3,,20.2,36.5,13.5,11.7,50.9,52.3,51.1,48.3,47.6,48.9,51.2,49.7,,57.2,48.8,50.4,49.9,,6.151,13.4,3,,7.3,3.4,7.25,6,11.2,13.5,3.81,25,35,20.9,2.3,43.8,53.9,5.9,94.1,27.02,24.42,341.3841,17,1330,10741,108,102.7,101.3,102.8
2011/9/30,12.6211,13.8,12.8,14.3,,,9.9,7.2,15.5,16,10.1,19.1,10.4,18.1,11.5,4.5794,18.8,28.5,,9,4.5,16.9,12.8,51.2,52.7,51.3,50.9,48.9,49.9,51.5,50.1,,56.6,49,51,49.5,,6.067,13.4,2.9,,7.3,3,6.52,6,8.9,13,3.71,24.9,37.4,20.8,2.3,43.7,53.9,5.9,94.1,18.77,17.01,163.8887,17.7,1105.6,4279,101.3,102.5,100.6,102.6
2011/10/31,11.4609,13.2,12.1,13.7,,,8.9,9.2,17.3,15.1,9.6,19.2,7.3,10.7,9.3,5.0685,13.4,22.3,,2.8,-3.8,26.9,10.4,50.4,52.3,50.5,48.6,46,50.3,50.7,47,,46.2,48.5,49.7,50.7,,5.495,11.9,2.7,,6.6,2.8,5,5.3,8.4,12.9,3.84,24.9,37,20.7,2.3,43.8,53.9,5.9,94.1,21.44,15.77,25.8551,17.2,598.2,7908,101.3,102,100.1,101.7
2011/11/30,10.0607,12.4,12.4,12.4,,,7.8,6.8,14.9,14.4,8.4,19.1,4.4,3.6,8.5,7.3763,7.8,11.6,,16.8,-1,27.5,-9.3,49,50.9,47.8,45.6,45.2,53.1,49.8,47.3,,44.4,46.7,49,50.4,,4.225,8.8,2.2,,5,2.4,2.72,4,7.8,12.7,3.81,24.5,36.4,20.6,2.3,43.8,53.9,6,94,17.53,13.77,-1.9247,17.3,841.6,9581,101.3,100.9,100.3,101
2011/12/31,,12.8,12.6,13,,,9.2,11.4,18.7,14.7,8.7,18.8,,2.2,9.7,8.6805,6,11.6,,22.9,4.5,32.8,-1.9,50.3,53.4,49.8,48.6,46.6,50.6,50.9,49.1,,47.1,48.3,48.7,50.1,,4.07,9.1,1.9,,4.9,2,1.69,3.8,7.9,13.6,3.79,23.8,29.2,20.4,2.2,43.7,53.9,7.2,92.8,12.58,13.32,15.3493,18.1,560,12744,101.3,99.3,100.2,100
2012/1/31,,2.8,,,,,,,,,,,-9.2,1.9259,-4.3172,3.728,-1.0681,-6.0435,,-13.7077,-28.7209,11.5184,-26.942,50.5,53.6,50.4,46.9,43.2,48,50.2,46.9,,50,49.7,47.1,49.7,,4.5,10.5,1.8,,5.5,2.2,0.73,4.1,3.1,12.4,3.61,,,,,,,,,-7.75,-0.55,189.3675,13.1,280,9754,98.7,98.6,100.9,99.9
2012/2/29,14.5018,21.3,23.6,20.4,,,14.7,15.8,11.2,23.8,17.1,30.6,21.1,4.7151,20.6196,10.0426,10.6772,47.2453,,42.6648,28.4486,7.9072,22.4711,51,53.8,51,51.1,49.4,50.5,53.6,50.8,,54,48.8,49.5,50.3,,3.2,6.2,1.7,,3.9,1.5,0.03,2.9,4.3,13,3.88,21.5,42.5,25.6,1.4,42.2,56.4,6,94,29.61,18.34,48.1294,16.4,840,10431,95.3,98.8,100.8,99.5
2012/3/31,5.7871,11.9,13.9,11.2,,,8,9.3,16.1,13.7,8.2,17.7,4.9,10.9,7.2,9.1633,10.2,17,,25,-3.7,1.1,-1.4,53.1,55.2,55.1,51.9,50.5,50.8,54.8,51.5,,55.9,49.5,51,48.9,,3.6,7.5,1.8,,4.4,1.5,-0.32,3.5,4.4,13.4,3.95,20.9,29.8,22.8,1.9,44.4,53.7,5,95,7.07,8.84,13.793,15.2,560,18704,91.3,98.6,100.5,99
2012/4/30,5.1314,9.3,10.3,8.9,,,4.3,6.6,9.9,10.7,5.7,15.3,6.7,7.3,0.7,8.6376,7.9,12,,22.9,8.1,1.6,-6.3,53.3,57.2,54.5,52.2,48.4,49.5,54.4,50.5,,54.8,48.5,51,49.6,,3.4,7,1.7,,4.1,1.7,-0.7,3.1,3.1,12.8,3.96,20.2,26.3,20.9,2.2,44.7,53.1,5.4,94.6,2.58,4.84,-67.7326,14.1,1383.1,9637,87.3,97.9,99.9,98
2012/5/31,5.5588,9.6,9.1,9.8,,,6.6,6.4,5.8,11,6.7,13.7,5.1,5.2,2.7,5.1771,6.3,6.6,,5.8,3,0.2,2.6,50.4,52.9,49.8,50.4,43.6,52.2,50.8,48.1,,44.8,45.1,50.5,49,,3,6.4,1.4,,3.6,1.7,-1.4,2.5,3.5,13.2,4.06,20.1,23.5,20.4,2.4,45.1,52.5,5.1,94.9,14.18,15.27,46.4449,13.8,1414.1,11432,84.7,97.5,99.6,97.1
2012/6/30,3.7777,9.5,9,9.6,,,6.5,7.4,8.2,11.5,5.5,13,3.9,4.3,0,2.9142,6.7,25.5,,-1.9,-6.2,2.2,3.9,50.2,52,49.2,47.5,43.3,52.3,46.9,46.5,,41.2,48.2,49.7,49.1,,2.2,3.8,1.4,,2.3,1.9,-2.08,1.4,4.7,13.6,4.06,20.4,20.3,20.3,2.4,45,52.6,5,95,8.76,11.08,-101.175,13.7,1351.9,17802,84.7,97.3,99.2,96.6
2012/7/31,2.3501,9.2,10.1,8.8,,,4.8,7.1,2.6,10.9,5.3,14.4,5.8,1.2,2.1,0.9993,6.5,6.8,,4,-18,-5.8,6.8,50.1,51.8,49,46.6,41.9,48,46.8,45,,41,48.5,49.5,49,,1.8,2.4,1.5,,1.7,2,-2.87,0.8,4.6,13.9,4.08,20.4,23.6,20,2.5,45,52.6,5.1,94.9,2.61,1.01,27.3742,13.1,1250,10522,88,96.9,99.3,96.1
2012/8/31,1.4113,8.9,8.6,9,,,5.3,6.6,5,10.4,5,14.3,-4.7,-2.8,2.7,5.4872,1.4,7.7,,3.6,1.9,-0.5,-5.9,49.2,50.9,48.7,46.6,45.1,48.2,48.8,47,,46.1,45.1,49.1,50,,2,3.4,1.4,,2.1,2,-3.48,1,4.5,13.5,4.05,20.2,23.1,20,2.5,44.7,52.8,5.2,94.8,0.21,2.67,-70.6959,13.2,1330.6,12475,88,96.8,99.9,95.9
2012/9/30,2.3979,9.2,9,9.3,,,6.3,7,5.3,11,5.3,12.6,-3.5,-2.8,1.5,8.7553,4.9,6.2,,15.1,13.7,7.7,25.4,49.8,51.3,49.8,48.8,46.5,47.9,49.8,47.7,,51,47,48.9,49.5,,1.9,2.5,1.7,,1.8,2.3,-3.55,0.9,7.3,14.8,4,20.5,26.7,19.9,2.5,44.2,53.2,5.3,94.7,6.22,9.75,65.464,14.2,1183.3,16462,90.7,97.2,100.4,95.4
2012/10/31,4.8609,9.6,9.1,9.7,,,7,5.1,7.3,11.7,4.7,13.8,-2,6,6.4,9.7534,11.7,13.6,,18.9,31,3.4,-0.2,50.2,52.1,50.4,49.3,43.8,48.1,51.2,48.4,,54.3,47.3,49.2,50.1,,1.7,1.8,1.7,,1.5,2.3,-2.76,0.9,6.1,14.1,3.99,20.7,28.7,19.7,2.6,44,53.4,5.4,94.6,7.19,11.54,24.6238,14.5,938.2,12906,90.7,97.6,100.4,95.5
2012/11/30,6.1515,10.1,9.2,10.5,,,7.2,6.5,10.3,11.8,6.5,13.7,2.1,13.1,7.9,11.8335,16.5,9.7,,6.2,17.9,5.3,5.7,50.6,52.5,51.2,50.2,45.3,48.8,51.4,48.5,,50.1,47.9,48.7,49.9,,2,3,1.6,,1.9,2.3,-2.2,1.1,5.5,13.9,4.02,20.7,29.5,19.9,2.5,43.8,53.7,5.5,94.5,1.52,2.84,180.0673,14.9,931.5,11225,90.7,98.2,100.4,95.8
2012/12/31,,10.3,9.6,10.6,,,8,5.2,0.9,12.1,6.9,12.9,,5.9,7.6,5.6021,13.5,13.6,,-2.7,25.2,6.7,-1.2,50.6,52,51.2,50,45.9,49.4,52.1,49,,53.3,47.3,49,48.8,,2.5,4.2,1.7,,2.5,2.5,-1.94,1.5,6.5,13.8,3.86,20.6,24.3,19.7,2.5,43.5,54,6.5,93.5,10.35,14.02,508.7966,15.2,570.1,16282,90.7,98.3,100.7,95.9
2013/1/31,,17.7,,,,,,,,,,,21.1,8.6,21.2941,11.2,21.3,49.6,,,,15.7,49,50.4,51.3,51.6,48.5,44.4,47.4,53.2,49.1,,57.2,50.1,47.8,50,55.9,2.0305,2.8839,1.6082,1.5,1.9801,2.1571,-1.64,1.3,15.3,15.9,3.92,,,,,,,,,27.05,24.97,379.8589,,1120,25446,93.3,98.1,100.8,96.3
